,CMB,Eckhardt_digital,final_baseflow,streamflow,UKIH,Local_PH,Fixed_PH,Slide_PH
2015-10-29,0.2885456336245157,0.41138287813074703,0.43141558721537693,0.6566503816770938,0.4570552078751929,0.5074957517128239,0.512862954081373,0.512862954081373
2015-10-30,0.2962672123222772,0.41714631892703735,0.4507403968183413,0.6961816897401568,0.4721398961710669,0.5393939546212416,0.512862954081373,0.6566503816770938
2015-10-31,0.35017082985040304,0.4352011418801236,0.5043125766415294,1.0385964969408992,0.48722458446694084,0.5712921575296592,0.9135706319575825,0.696181689740157
2015-11-01,0.39248446675684806,0.46707351694691585,0.5847886392942537,1.438698906585544,0.5023092727628149,0.603190360438077,0.9135706319575825,0.9135706319575825
2015-11-02,0.33283332471114796,0.478137287038271,0.5841232314297443,0.9135706319575825,0.5173939610586888,0.6350885633464947,0.9135706319575825,0.7236017514045296
2015-11-03,0.30140742613725,0.48169582845651404,0.5630321568689294,0.7236017514045296,0.5324786493545628,0.6669867662549123,0.69888496916333,0.69888496916333
2015-11-04,0.2967816164706874,0.4841759259767927,0.551738253299637,0.69888496916333,0.5475633376504369,0.69888496916333,0.69888496916333,0.69888496916333
2015-11-05,0.3009456569790915,0.4873521711407329,0.5484149386172799,0.7211009727854939,0.5626480259463109,0.6934850998985443,0.69888496916333,0.6880852306337587
2015-11-06,0.294716321449526,0.4891637428165252,0.5372765877583947,0.6880852306337587,0.5777327142421849,0.6880852306337587,0.6880852306337587,0.6880852306337587
2015-11-07,0.29909680154073953,0.4917352574387137,0.5366317362510727,0.7111630654909077,0.5928174025380588,0.6810994156513179,0.6880852306337587,0.6880852306337587
2015-11-08,0.3201258115390127,0.49860856238983964,0.5481312080413588,0.8317294663970222,0.6079020908339329,0.6741136006688772,0.6880852306337587,0.7111630654909077
2015-11-09,0.30061909892915256,0.5010257427987761,0.537622810406751,0.7193369818566484,0.6229867791298068,0.6671277856864364,0.6531561557215548,0.6587211946711294
2015-11-10,0.28895962000154374,0.5011016816306112,0.5262573648725135,0.6587211946711294,0.6380714674256809,0.6587211946711294,0.6531561557215548,0.6531561557215548
2015-11-11,0.2878446371416676,0.5009696974454033,0.5207286924216352,0.6531561557215547,0.6531561557215548,0.6531561557215548,0.6531561557215548,0.6531561557215548
2015-11-12,0.29655458624576714,0.5024787466892576,0.5249388009930003,0.6976907868189023,0.6459627865019603,0.6461973602565778,0.6862731710487571,0.6531561557215548
2015-11-13,0.3093199962960893,0.506483264537588,0.5313672785397373,0.7676540484248832,0.6387694172823657,0.6392385647916008,0.6862731710487571,0.6862731710487571
2015-11-14,0.29436710205539207,0.5073079767476791,0.5234499640571133,0.6862731710487571,0.6315760480627711,0.6322797693266238,0.6862731710487571,0.6359016979550384
2015-11-15,0.28433734429513396,0.5062440836417504,0.5196264015690746,0.6359016979550383,0.6243826788431766,0.6253209738616466,0.6033204524274275,0.617189309623582
2015-11-16,0.280445288686258,0.504544516429425,0.5174947978316861,0.6171893096235819,0.617189309623582,0.617189309623582,0.6033204524274275,0.6033204524274275
2015-11-17,0.2774992041508709,0.5024176419090037,0.513719275859587,0.6033204524274274,0.6033204524274275,0.6033204524274275,0.6033204524274275,0.5916141947731065
2015-11-18,0.274970487554262,0.4999633968793316,0.5104732510535998,0.5916141947731064,0.5916141947731065,0.5916141947731065,0.5714466571415165,0.5807199215148482
2015-11-19,0.2725816814443227,0.49722733489114584,0.5088366300290911,0.5807199215148482,0.5807199215148482,0.5807199215148482,0.5714466571415165,0.5714466571415165
2015-11-20,0.27052071330644706,0.49428251401216067,0.5075145810005205,0.5714466571415165,0.5714466571415165,0.5714466571415165,0.5714466571415165,0.564118948149608
2015-11-21,0.2688738098211258,0.49121039045363635,0.5086378185845406,0.564118948149608,0.564118948149608,0.564118948149608,0.5445472490765766,0.554685276047089
2015-11-22,0.26672928057703765,0.48793978712419944,0.5100535974091192,0.5546852760470888,0.554685276047089,0.554685276047089,0.5445472490765766,0.5445472490765766
2015-11-23,0.26439347835569793,0.48445439837517895,0.5059551662256647,0.5445472490765766,0.5445472490765766,0.5445472490765766,0.5445472490765766,0.5360117762153821
2015-11-24,0.26240131443964765,0.48082338016541765,0.5012141306966631,0.5360117762153821,0.5360117762153821,0.5360117762153821,0.5215986946239991,0.5286721631710878
2015-11-25,0.2606691581405636,0.47709763346114514,0.49599949067462157,0.5286721631710878,0.5286721631710878,0.5286721631710878,0.5215986946239991,0.5215986946239991
2015-11-26,0.2589827794060742,0.4732914844741693,0.49050220409878675,0.521598694623999,0.5215986946239991,0.5215986946239991,0.5215986946239991,0.5148097192970054
2015-11-27,0.2573482237614544,0.4694192437267478,0.484739215132622,0.5148097192970054,0.5148097192970054,0.5148097192970054,0.5006773311886886,0.5082886929214632
2015-11-28,0.2557631671684006,0.46549392602747497,0.47824742704696593,0.5082886929214632,0.5082886929214632,0.5082886929214632,0.5006773311886886,0.5006773311886886
2015-11-29,0.2538941417921697,0.461478063019727,0.469019672135978,0.5006773311886886,0.5006773311886886,0.5006773311886886,0.5006773311886886,0.49504893035931763
2015-11-30,0.25249869800906194,0.45744879697637786,0.4619163712598662,0.49504893035931763,0.49504893035931763,0.49504893035931763,0.4853048930347014,0.49105261659471966
2015-12-01,0.25150090115730755,0.4534666799176731,0.4565710976830296,0.49105261659471966,0.49105261659471966,0.49105261659471966,0.4853048930347014,0.4853048930347014
2015-12-02,0.250055488942113,0.4494651565462053,0.4495638304681928,0.48530489303470137,0.4853048930347014,0.4853048930347014,0.4853048930347014,0.47982643052260593
2015-12-03,0.24866629597435805,0.4454550439191623,0.4425395919610949,0.47982643052260593,0.4797249458321238,0.47982643052260593,0.4684495120722805,0.4742698588017184
2015-12-04,0.24724566261628486,0.4414338881735141,0.43539439907238153,0.4742698588017184,0.4740611104508258,0.4742698588017184,0.4684495120722805,0.4684495120722805
2015-12-05,0.2457448315202989,0.4373925384635262,0.4292477865535877,0.4684495120722806,0.46839727506952783,0.4684495120722805,0.4684495120722805,0.4627334396882299
2015-12-06,0.24425797959515047,0.4333357937516837,0.4244182462350627,0.4627334396882299,0.4627334396882299,0.4627334396882299,0.44967038884697197,0.4556372047904154
2015-12-07,0.24239401067872782,0.42921373453406036,0.41872248588121164,0.4556372047904154,0.4556372047904154,0.4556372047904154,0.44967038884697197,0.44967038884697197
2015-12-08,0.24081089907161932,0.4250709592652558,0.41395904611248496,0.44967038884697197,0.44967038884697197,0.44967038884697197,0.44967038884697197,0.44326274058683685
2015-12-09,0.23909444115196182,0.42089228338961643,0.4093551771501786,0.44326274058683685,0.44326274058683685,0.44326274058683685,0.43106363379358525,0.4365043382494996
2015-12-10,0.23726528965937496,0.4166665592436643,0.4048894817342139,0.43650433824949947,0.4365043382494996,0.4365043382494996,0.43106363379358525,0.43106363379358525
2015-12-11,0.23577853651099212,0.4124444174906002,0.4012455350878285,0.43106363379358525,0.43106363379358525,0.43106363379358525,0.43106363379358525,0.4245277190121371
2015-12-12,0.2339753932883786,0.40818548510283004,0.39673822117148644,0.4245277190121371,0.4245277190121371,0.4245277190121371,0.41304153119202536,0.4191035894817734
2015-12-13,0.23246454007018807,0.4039323410660799,0.3929488150599965,0.4191035894817734,0.4191035894817734,0.4191035894817734,0.41304153119202536,0.41304153119202536
2015-12-14,0.23076021463026697,0.39966129116452276,0.3886485356661103,0.41304153119202536,0.41304153119202536,0.41304153119202536,0.41304153119202536,0.4084994523421338
2015-12-15,0.22947212428451536,0.3954289890255422,0.38563081763940177,0.4084994523421338,0.4084994523421338,0.4084994523421338,0.3985163820674842,0.4034280495130548
2015-12-16,0.2280224967959858,0.3912141412803597,0.38199671714974615,0.4034280495130548,0.4034280495130548,0.4034280495130548,0.3985163820674842,0.3985163820674842
2015-12-17,0.22660685624256988,0.3870217714764765,0.37809702309729365,0.3985163820674842,0.3985163820674842,0.3985163820674842,0.3985163820674842,0.39350532791916915
2015-12-18,0.2251505390921876,0.3828471501806879,0.3735556247153996,0.39350532791916915,0.39350532791916915,0.39350532791916915,0.38872192805242745,0.38872192805242745
2015-12-19,0.22374886148500295,0.3786977798161807,0.36912359462872796,0.38872192805242745,0.38872192805242745,0.38872192805242745,0.38872192805242745,0.38872192805242745
2015-12-20,0.22440975412190756,0.37483063330449107,0.3652834357768626,0.39097248264055723,0.3888554414695112,0.38644815104591174,0.38872192805242745,0.3852122894586253
2015-12-21,0.22271316903009875,0.3709380918430967,0.36106405334768327,0.3852122894586253,0.3852122894586253,0.384174374039396,0.3669047172637221,0.3733491398173173
2015-12-22,0.2191657877910145,0.3667973625644897,0.35618338746737127,0.3733491398173173,0.3733491398173173,0.3733491398173173,0.3669047172637221,0.3669047172637221
2015-12-23,0.21720784512844435,0.36261928441809516,0.3510127952866671,0.3669047172637221,0.3669047172637221,0.3669047172637221,0.3669047172637221,0.36232578691003503
2015-12-24,0.21580309798978653,0.35847412874179474,0.3468180659395412,0.36232578691003503,0.36232578691003503,0.36232578691003503,0.3550354329671338,0.3592918527200117
2015-12-25,0.21486601434401226,0.3544170222080894,0.34403807269320613,0.35929185272001163,0.3592918527200117,0.3592918527200117,0.3550354329671338,0.3550354329671338
2015-12-26,0.21354273346186042,0.35039885656502545,0.3402199140659227,0.3550354329671338,0.3550354329671338,0.3550354329671338,0.3550354329671338,0.3497996321771772
2015-12-27,0.21190096719332688,0.346381809400509,0.33494601214924663,0.3497996321771772,0.3497996321771772,0.3497996321771772,0.34323524722743576,0.3460069939406073
2015-12-28,0.2107019177313735,0.34241879949773163,0.3303470499317985,0.3460069939406073,0.3460069939406073,0.3460069939406073,0.34323524722743576,0.34323524722743576
2015-12-29,0.2098203352046928,0.3385447000164601,0.3279000039560109,0.3432352472274358,0.34323524722743576,0.34323524722743576,0.34323524722743576,0.3396427847024107
2015-12-30,0.20867098252793245,0.3347251085939444,0.32469667772481764,0.33964278470241066,0.3396427847024107,0.3396427847024107,0.3335057212789873,0.33677576334042375
2015-12-31,0.20774820489245288,0.330984030967754,0.32211574569177753,0.33677576334042375,0.33677576334042375,0.33677576334042375,0.3335057212789873,0.3335057212789873
2016-01-01,0.20668965554772073,0.32730289680708896,0.31904389527674554,0.33350572127898737,0.33303611917413245,0.3335057212789873,0.3335057212789873,0.3300769573675759
2016-01-02,0.20557270835052902,0.32367299636133123,0.31569488523807626,0.330076957367576,0.32929647500784115,0.3300769573675759,0.3215392970424591,0.3259247655055055
2016-01-03,0.20421034269036742,0.3200653108333508,0.31195054813864315,0.32592476550550553,0.3255568308415499,0.3259247655055055,0.3215392970424591,0.3215392970424591
2016-01-04,0.20275964621675796,0.3164702088931768,0.30821651894466856,0.3215392970424591,0.3215392970424591,0.3215392970424591,0.3215392970424591,0.3180775425089673
2016-01-05,0.20160581665041993,0.3129209909352045,0.3053668741186079,0.3180775425089673,0.3180775425089673,0.3180775425089673,0.31222852522126293,0.31470084842404905
2016-01-06,0.2004728340657654,0.3094185718236164,0.30260660451442406,0.31470084842404905,0.31470084842404905,0.31470084842404905,0.31222852522126293,0.31222852522126293
2016-01-07,0.1996385349819239,0.30599389594334625,0.3006158005911009,0.31222852522126293,0.31194974907194695,0.31222852522126293,0.31222852522126293,0.3090212942942943
2016-01-08,0.19855016491693522,0.3026162478192245,0.2979295751930207,0.3090212942942943,0.30888585235343674,0.3090212942942943,0.3027580589164164,0.30509383878461793
2016-01-09,0.19720791924186487,0.2992569285741702,0.29455456768190474,0.3050938387846179,0.30509383878461793,0.30509383878461793,0.3027580589164164,0.3027580589164164
2016-01-10,0.196404633823878,0.2959734803522157,0.29255023712470674,0.3027580589164164,0.3027580589164164,0.3027580589164164,0.3027580589164164,0.2989354969567484
2016-01-11,0.1950818576158876,0.2927076795146893,0.28970647718517284,0.2989354969567484,0.2989354969567484,0.2989354969567484,0.2929901879099933,0.2959300475928011
2016-01-12,0.19403461268090508,0.2894886699515301,0.28750768277459016,0.2959300475928011,0.2959300475928011,0.2959300475928011,0.2929901879099933,0.2929901879099933
2016-01-13,0.19300397910585354,0.28631660818732496,0.2854824001974853,0.2929901879099933,0.2929901879099933,0.2929901879099933,0.2929901879099933,0.29013152120078406
2016-01-14,0.19199581080880737,0.28319221594967714,0.28349997074025235,0.29013152120078406,0.29013152120078406,0.29013152120078406,0.28533019786223723,0.28820891352310646
2016-01-15,0.19131439788413707,0.2801475588796654,0.2821377193825084,0.2882089135231064,0.28820891352310646,0.28820891352310646,0.28533019786223723,0.28533019786223723
2016-01-16,0.1902890011538227,0.27714370631924734,0.28003776054025714,0.28533019786223723,0.28533019786223723,0.28533019786223723,0.28533019786223723,0.2820943380718218
2016-01-17,0.18912897182530386,0.27416558597251844,0.27759992147197604,0.2820943380718218,0.2820943380718218,0.2820943380718218,0.27722283469886555,0.28021710971742575
2016-01-18,0.18845235769676297,0.27126182972981994,0.27618319918782924,0.28021710971742575,0.28021710971742575,0.28021710971742575,0.27722283469886555,0.27722283469886555
2016-01-19,0.18736751718483785,0.2683878579205081,0.27394632034195454,0.27722283469886555,0.27722283469886555,0.27722283469886555,0.27722283469886555,0.2749240010420838
2016-01-20,0.18652990881444884,0.26556776450030184,0.27250907050125406,0.27492400104208375,0.2749240010420838,0.2749240010420838,0.271168830769311,0.27268917592655156
2016-01-21,0.18571163737204752,0.26280130701431653,0.27105572538230077,0.27268917592655156,0.27268917592655156,0.27268917592655156,0.271168830769311,0.271168830769311
2016-01-22,0.18515270220348834,0.2601121308147604,0.26994758263381474,0.271168830769311,0.27087848964059896,0.271168830769311,0.271168830769311,0.2690560083314565
2016-01-23,0.1843728729229713,0.25747477068799957,0.26847775902870297,0.2690560083314565,0.26885573393985657,0.2690560083314565,0.2648102225383717,0.26634087828182346
2016-01-24,0.18336542605219353,0.25486462565308454,0.26608860276484025,0.26634087828182346,0.26634087828182346,0.26634087828182346,0.2648102225383717,0.2648102225383717
2016-01-25,0.18279481763155794,0.2523238636676383,0.26474686402761405,0.26481022253837166,0.2648102225383717,0.2648102225383717,0.2648102225383717,0.2628127041328829
2016-01-26,0.18204725480002293,0.24983201027975038,0.2468976351354283,0.2628127041328829,0.2628127041328829,0.2628127041328829,0.25911639446237905,0.2608698071037704
2016-01-27,0.1813169393657139,0.2473887175536304,0.24493878793875246,0.2608698071037704,0.2608698071037704,0.2608698071037704,0.25911639446237905,0.25911639446237905
2016-01-28,0.18065511913547172,0.24499860456088582,0.24318887846150317,0.25911639446237905,0.25908243264510344,0.25911639446237905,0.25911639446237905,0.2573308392273523
2016-01-29,0.179978480403483,0.24265793314250778,0.24192820528879805,0.25733083922735234,0.25717316934734735,0.2573308392273523,0.2530222613705372,0.25526390604959126
2016-01-30,0.17919179564450566,0.24035399656290182,0.24063643696602993,0.25526390604959126,0.25526390604959126,0.25526390604959126,0.2530222613705372,0.2530222613705372
2016-01-31,0.17833442647087908,0.23807861466229152,0.23837616709023118,0.2530222613705372,0.2530222613705372,0.2530222613705372,0.2530222613705372,0.2518961438008842
2016-02-01,0.17790205656195368,0.23587136018493274,0.2371365389026361,0.2518961438008842,0.2517737013527277,0.2518961438008842,0.24840606377147975,0.2500351916305889
2016-02-02,0.1771850935618403,0.2337019829307507,0.23539479577700315,0.2500351916305889,0.25002859900429597,0.2500351916305889,0.24840606377147975,0.24840606377147975
2016-02-03,0.17655491315233848,0.23157717004854136,0.2337089272488536,0.2484060637714798,0.2482834966558642,0.24840606377147975,0.24840606377147975,0.2465383943074324
2016-02-04,0.17582952461233423,0.22948602177860927,0.23227617324009106,0.2465383943074324,0.2465383943074324,0.2465383943074324,0.24315602871517347,0.24503110312228893
2016-02-05,0.1752417976014725,0.22744014661725262,0.23071466728629111,0.24503110312228893,0.24487288091704204,0.24503110312228893,0.24315602871517347,0.24315602871517347
2016-02-06,0.17450776087414263,0.22542386677858353,0.22903671684411347,0.24315602871517347,0.24315602871517347,0.24315602871517347,0.24315602871517347,0.241418925652319
2016-02-07,0.1738248376459424,0.2234408228734104,0.22725297380421264,0.241418925652319,0.241418925652319,0.241418925652319,0.23821082735548055,0.23981060804512846
2016-02-08,0.17319003634198854,0.2214941431960379,0.22561674494202116,0.23981060804512846,0.23981060804512846,0.23981060804512846,0.23821082735548055,0.23821082735548055
2016-02-09,0.17255619005663192,0.2195823917151898,0.22404908658664105,0.23821082735548052,0.23821082735548055,0.23821082735548055,0.23821082735548055,0.23664596791333006
2016-02-10,0.1719338296674963,0.21770516994400385,0.22261679387706917,0.23664596791333,0.23661159433028867,0.23664596791333006,0.23365279482982976,0.235090882134009
2016-02-11,0.17131303377285395,0.21586117550086423,0.2213487450889284,0.235090882134009,0.2350123613050968,0.235090882134009,0.23365279482982976,0.23365279482982976
2016-02-12,0.17073686606974092,0.2140531044422522,0.2220922028826991,0.23365279482982979,0.23341312827990493,0.23365279482982976,0.23365279482982976,0.2319594619709293
2016-02-13,0.17005585227415088,0.2122698595698414,0.22830838134284928,0.2319594619709293,0.23181389525471308,0.2319594619709293,0.2288611117165082,0.2302146622295212
2016-02-14,0.16935119159822776,0.21050835742304844,0.22457116284235862,0.2302146622295212,0.2302146622295212,0.2302146622295212,0.2288611117165082,0.2288611117165082
2016-02-15,0.1688024623035354,0.2087819131747225,0.22224450044644434,0.2288611117165082,0.2288611117165082,0.2288611117165082,0.2288611117165082,0.22751402765661494
2016-02-16,0.1682545349948112,0.20708907763935347,0.22012443401642628,0.22751402765661494,0.22751402765661494,0.22751402765661494,0.22521556917334,0.2266121648519353
2016-02-17,0.16788668029671783,0.20544457624079143,0.21844837569488615,0.22661216485193525,0.226288511265307,0.2266121648519353,0.22521556917334,0.22521556917334
2016-02-18,0.16731540443213863,0.20382792413310025,0.2163614262769774,0.22521556917334,0.22497979427723558,0.22521556917334,0.22521556917334,0.2236710772891642
2016-02-19,0.1666813109256554,0.20223235289639827,0.21411841469507256,0.2236710772891642,0.2236710772891642,0.2236710772891642,0.22078643753962296,0.22216628428053056
2016-02-20,0.1660611510923278,0.20065830556910713,0.21219269472164498,0.2221662842805305,0.22216628428053056,0.22216628428053056,0.22078643753962296,0.22078643753962296
2016-02-21,0.1654904153021066,0.19910933295908004,0.21026840327026064,0.22078643753962296,0.22078643753962296,0.22078643753962296,0.22078643753962296,0.21948831282198866
2016-02-22,0.16495165945858206,0.19758722846912985,0.2083875620274029,0.21948831282198866,0.21948831282198866,0.21948831282198866,0.2170132770979313,0.21808974214381047
2016-02-23,0.164369223013496,0.19608701258517364,0.2072609863222037,0.21808974214381047,0.21808974214381047,0.21808974214381047,0.2170132770979313,0.2170132770979313
2016-02-24,0.1639195093894713,0.19461945548374615,0.2068829366261359,0.21701327709793128,0.2170132770979313,0.2170132770979313,0.2170132770979313,0.21546119374165834
2016-02-25,0.16326890756828263,0.19316552803602868,0.20429818902078692,0.2154611937416583,0.21546119374165834,0.21546119374165834,0.21281926240115115,0.2140517858769186
2016-02-26,0.16267585384407243,0.19172981158882105,0.2023243551672037,0.2140517858769186,0.2140517858769186,0.2140517858769186,0.21281926240115115,0.21281926240115115
2016-02-27,0.1621554528545163,0.19031792276107867,0.20158739601840633,0.21281926240115115,0.21281926240115115,0.21281926240115115,0.21281926240115115,0.2116147721684184
2016-02-28,0.16164527358035966,0.18892974425481737,0.19994882340729797,0.2116147721684184,0.21157044540907574,0.2116147721684184,0.20865632940669832,0.21020973748686186
2016-02-29,0.16104811805607966,0.18755677426348655,0.1975727474163297,0.21020973748686186,0.21020973748686186,0.21020973748686186,0.20865632940669832,0.20865632940669832
2016-03-01,0.16038533220644294,0.186192834965614,0.1959100686806956,0.20865632940669834,0.20865632940669832,0.20865632940669832,0.20865632940669832,0.2074540528924341
2016-03-02,0.15987049327012323,0.18485038052102712,0.1958289418516816,0.2074540528924341,0.2074540528924341,0.2074540528924341,0.20542115660956792,0.20651844773433853
2016-03-03,0.15946871131326507,0.18353816576435786,0.19425311755515695,0.20651844773433853,0.20633805652207207,0.20651844773433853,0.20542115660956792,0.20542115660956792
2016-03-04,0.1589962189434637,0.18224880111437505,0.19206161018572857,0.20542115660956792,0.20504749620047547,0.20542115660956792,0.20542115660956792,0.20375693587887886
2016-03-05,0.15827695617828683,0.1809603776477398,0.19020787903333733,0.20375693587887886,0.20375693587887886,0.20375693587887886,0.20068657539710544,0.20234783480882967
2016-03-06,0.15766543356158158,0.17968221448511149,0.18807964006442743,0.20234783480882967,0.20234783480882967,0.20234783480882967,0.20068657539710544,0.20068657539710544
2016-03-07,0.15694148004169514,0.17840456232987392,0.1864184762714582,0.20068657539710544,0.20068657539710544,0.20068657539710544,0.20068657539710544,0.1993066973533325
2016-03-08,0.15633765729920956,0.177137724957093,0.18533091924796838,0.1993066973533325,0.1993066973533325,0.1993066973533325,0.19734580557966297,0.19832351267532114
2016-03-09,0.1559060327162492,0.1758957430859859,0.18429238924875635,0.19832351267532114,0.19832351267532114,0.19832351267532114,0.19734580557966297,0.19734580557966297
2016-03-10,0.15547565618540893,0.17467762204390133,0.18289508812211286,0.19734580557966297,0.19734580557966297,0.19734580557966297,0.19734580557966297,0.19655334244388137
2016-03-11,0.15512597065805703,0.17348901349715676,0.18216505010256984,0.19655334244388137,0.1963036305577661,0.19655334244388137,0.1943490652692693,0.1957181646162621
2016-03-12,0.15475660678451653,0.17232692979635766,0.1800868403665139,0.1957181646162621,0.1952614555358692,0.1957181646162621,0.1943490652692693,0.1943490652692693
2016-03-13,0.15414925724308587,0.17117049682795274,0.17757231480516314,0.1943490652692693,0.1942192805139723,0.1943490652692693,0.1943490652692693,0.19317710549207542
2016-03-14,0.15362751714333692,0.170026678936872,0.17704014795782605,0.19317710549207542,0.19317710549207542,0.19317710549207542,0.19317710549207542,0.19317710549207542
2016-03-15,0.167776543741693,0.1701552543270169,0.19697961000851127,0.2263425369029446,0.19295796763152043,0.19295796763152043,0.19317710549207542,0.19317710549207542
2016-03-16,0.16584802479709249,0.1701054171518204,0.197650887233323,0.2216504543714548,0.19273882977096543,0.19273882977096543,0.19317710549207542,0.20041908858016352
2016-03-17,0.15682460750291552,0.16927866097631195,0.1953614545611801,0.20041908858016352,0.1925196919104104,0.1925196919104104,0.19333563910139304,0.19599919293591508
2016-03-18,0.15488098909706602,0.16832944157045684,0.19259164783126342,0.19599919293591508,0.1923005540498554,0.1923005540498554,0.19333563910139304,0.19333563910139304
2016-03-19,0.15369819411209543,0.16732811843437798,0.18998483524356738,0.19333563910139304,0.1920814161893004,0.1920814161893004,0.19333563910139304,0.19186227832874542
2016-03-20,0.15304013207082823,0.16632088525602032,0.18749176541677948,0.19186227832874542,0.19186227832874542,0.19186227832874542,0.19186227832874542,0.19186227832874542
2016-03-21,0.1564336490259548,0.16564340075596104,0.18885061718131577,0.19952571413884718,0.1924379297969553,0.19116094214867577,0.19186227832874542,0.19186227832874542
2016-03-22,0.15805800899050534,0.16513527802357517,0.19172787642246897,0.20325181156001837,0.19301358126516516,0.19045960596860612,0.19186227832874542,0.19952571413884718
2016-03-23,0.16306108427200602,0.1650816057717274,0.19151948587294787,0.21496671197593425,0.19358923273337503,0.18975826978853647,0.19474053566979477,0.20325181156001837
2016-03-24,0.16338351659953113,0.16505868532300969,0.1913327660592906,0.2157341572140891,0.1941648842015849,0.18905693360846682,0.19474053566979477,0.19474053566979477
2016-03-25,0.15432315455667506,0.16426627759982163,0.18884215630126663,0.19474053566979477,0.19474053566979477,0.18835559742839714,0.19474053566979477,0.19205971875143893
