datetime,time [d],exfiltration [mol d^-1],infiltration [mol d^-1],net exchange flux [mol d^-1],watershed boundary discharge [mol d^-1],net runoff [mol d^-1],net groundwater flux [mol d^-1],total evapotranspiration [m d^-1],snow precipitation [m d^-1],rain precipitation [m d^-1],surface air temperature [K],incoming shortwave radiation [W m^-2],incident shortwave radiation [W m^-2],surface water content [mol],subsurface water content [mol],snow water content [mol],canopy water content [mol],snow evaporation [m d^-1],surface evaporation [m d^-1],transpiration [m d^-1],canopy evaporation [m d^-1],canopy drainage [m d^-1],water to surface [m d^-1],snow to surface [m SWE d^-1],snowmelt [m d^-1],max ponded depth [m],SWE [m],canopy interception [m d^-1],net groundwater flux [m^3/d],net groundwater flux [m/d],rain precipitation [mm d^-1],snow precipitation [mm d^-1],snowmelt [mm d^-1],watershed boundary discharge [m^3/d],watershed boundary discharge [m/d],total evapotranspiration [mm d^-1],snow water content [m],surface water content [m],subsurface water content [m],exfiltration [m d^-1],canopy water content [m],total water content [m]
2016-03-05,13204.0,4213093860.706,-3301009124.853,912084735.8527,977055258.9264,977055258.9264,-4.769299667275e-07,0.0001262471361067,0.0,0.0,268.1545276805,242.3302229939,239.5782766581,39593085546.63,10081754090720.0,905963350461.3,19372722.39389,0.0,0.0,0.0001224721945762,3.774941530482e-06,2.654120493975e-09,0.0,2.654120493975e-09,0.0,4.84884636151,0.307070562511,0.0,-8.593332733828828e-12,-1.6165240358432164e-19,0.0,0.0,0.0,17604.599259935134,0.0003311667164130981,0.12624713610670002,0.30707056251101755,0.013419826579253946,3.417146949883583,0.0014280015864438322,6.566262045625325e-06,3.7376439052359003
2016-03-06,13205.0,4185795573.327,-3283916380.578,901879192.7489,970298337.4753,970298337.4753,5.484314775925e-07,0.0001712190925896,0.0,0.0,271.3128556257,235.657866246,232.7074000613,39524666401.9,10080353194140.0,905963392097.8,13228603.71113,0.0,0.0,0.0001691386946724,2.080397917194e-06,2.6466246512e-09,0.0,2.6466246512e-09,0.0,4.848762297206,0.3070705766234,0.0,9.88164824490991e-12,1.8588738963593577e-19,0.0,0.0,0.0,17482.852927482883,0.000328876500512228,0.1712190925896,0.3070705766234466,0.01339663634175917,3.416672124825128,0.0014187490041436888,4.483751777313805e-06,3.7371438215421113
2016-03-07,13206.0,4158471518.282,-3264557471.351,893914046.9314,962332266.3442,962332266.3442,-5.084265163403e-09,0.0001783943421978,0.0,0.0,271.1591037191,210.0933704153,207.0075623092,39456248182.49,10078935628100.0,905963433734.3,10549055.73431,0.0,0.0,0.0001774885971298,9.057450680556e-07,2.575114223505e-09,0.0,2.575114223505e-09,0.0,4.848680484936,0.3070705907359,0.0,-9.160838132257657e-14,-1.723279603845322e-21,0.0,0.0,0.0,17339.32011430991,0.00032617645095505315,0.1783943421978,0.3070705907358756,0.013373446417895766,3.4161916497583635,0.001409487688055706,3.5755358940792165e-06,3.736639262448029
2016-03-08,13207.0,4136937969.054,-3248238807.204,888699161.8509,955715475.1487,955715475.1487,3.606418644714e-07,0.0001452371427521,0.0,0.0,272.4098504089,216.2974496634,213.1504962733,39389231869.19,10077618997110.0,905963475370.8,9974357.920601,0.0,0.0,0.0001450449081298,1.922346222873e-07,2.549301017056e-09,0.0,2.549301017056e-09,0.0,4.848618208771,0.3070706048483,0.0,6.4980516120972974e-12,1.2223728490988836e-19,0.0,0.0,0.0,17220.098651327928,0.0003239337313203289,0.1452371427521,0.3070706048483046,0.013350731661264643,3.4157453859900637,0.0014021890273858966,3.380745695513659e-06,3.7361701032453283
2016-03-09,13208.0,4119532379.405,-3235813250.079,883719129.3255,951000907.9807,951000907.9807,9.214131104949e-08,0.0001153265073612,0.0,0.0,271.569991372,199.4681742849,196.2809874105,39321950090.53,10076395356400.0,905963517007.3,9636312.276198,0.0,0.0,0.0001152143650448,1.121423164397e-07,2.565361718343e-09,0.0,2.565361718343e-09,0.0,4.848567037083,0.3070706189607,0.0,1.6602038026935134e-12,3.1230716121201594e-20,0.0,0.0,0.0,17135.151495147747,0.00032233575851984354,0.1153265073612,0.3070706189607336,0.013327926926824394,3.4153306406905544,0.001396289512574803,3.266167256851241e-06,3.7357324527453692
2016-03-10,13209.0,4099836715.427,-3222818356.206,877018359.2208,946312606.9156,946312606.9156,-2.785504744282e-07,0.0001193347760447,0.0,0.0,271.7364268587,204.2104309826,201.1418795106,39252655842.84,10075166439840.0,905963558643.8,9448206.861762,0.0,0.0,0.0001192736185395,6.115750518349e-08,2.583672744465e-09,0.0,2.583672744465e-09,0.0,4.848517404986,0.3070706330732,0.0,-5.018927467174775e-12,-9.441292611541681e-20,0.0,0.0,0.0,17050.67760208288,0.0003207466884492405,0.1193347760447,0.3070706330731627,0.01330444007870177,3.4149141071749702,0.0013896137915164698,3.2024101132616914e-06,3.7352923827369477
2016-03-11,13210.0,4085043143.41,-3211525384.626,873517758.7831,942512587.6869,942512587.6869,8.980382627471e-08,9.59284973778e-05,0.0,0.0,273.2175677725,162.8608195242,160.1149148596,39183661603.73,10074009943270.0,905963600280.3,9397427.677062,0.0,0.0,9.591385260983e-05,1.464476796855e-08,2.596881789757e-09,1.999081213924e-10,2.396973668365e-09,0.0,4.848476947446,0.3070706471856,0.0,1.6180869599046846e-12,3.043844040244635e-20,0.0,0.0,0.0,16982.20878715135,0.00031945869590349857,0.0959284973778,0.3070706471855917,0.013281054916594785,3.414522119958146,0.0013845996036042389,3.1851988289401566e-06,3.7348770072591617
2016-03-12,13211.0,4062990345.68,-3199438502.779,863551842.9008,938507742.9679,938507742.9679,-5.514801424394e-07,0.0001432910612116,0.0,0.0,273.1291713351,242.5625227557,238.8917441535,39108707295.32,10072723957440.0,905963641916.8,9065428.677448,0.0,0.0,0.0001431811405064,1.099207051781e-07,2.602591686069e-09,5.394819452077e-10,2.063109740861e-09,0.0,4.848421524226,0.307070661298,0.0,-9.936579143052253e-12,-1.8692071535376804e-19,0.0,0.0,0.0,16910.049422845044,0.0003181012790499289,0.1432910612116,0.3070706612980207,0.013255649626596724,3.4140862431735077,0.0013771249469302742,3.0726698623846592e-06,3.7344156267679876
2016-03-13,13212.0,4028022680.285,-3176528127.335,851494552.9507,931942637.7792,931942637.7792,2.979317589559e-07,0.0002529417835922,0.0,0.0,273.7649392247,237.7609169459,233.8438016335,39028266112.31,10071127745920.0,905963683553.3,7510452.012662,0.0,0.0,0.0002524170465328,5.247370594594e-07,2.372517828671e-09,2.339326920711e-09,3.319090795948e-11,0.0,4.848345796204,0.3070706754104,0.0,5.3681398010072076e-12,1.0098209024228417e-19,0.0,0.0,0.0,16791.759239264866,0.0003158760780611564,0.2529417835922,0.3070706754104497,0.013228384595066082,3.413545217348254,0.001365272877332677,2.5456203311820837e-06,3.733846822974101
2016-03-14,13213.0,4005562891.067,-3156619927.806,848942963.2607,926322856.2556,926322856.2556,-3.577931587395e-07,0.0002303742604954,0.0,0.0,274.9737257559,225.7026594345,221.8808674026,38950893228.48,10069599670410.0,905963725189.8,6953353.695875,0.0,0.0,0.0002301877080309,1.865524645447e-07,2.375715246596e-09,2.375715246596e-09,0.0,0.0,4.848282379167,0.3070706895229,0.0,-6.446723580891892e-12,-1.2127173407267458e-19,0.0,0.0,0.0,16690.501914515316,0.0003139712885652434,0.2303742604954,0.30707068952287875,0.01320215954418662,3.4130272857937642,0.001357660273461297,2.356795371074569e-06,3.7333024916562003
2016-03-15,13214.0,4041704865.426,-4142540601.753,-100835736.3267,1085357732.957,1085357732.957,-4.49944276722e-08,2.347674213413e-05,0.007330726874706,0.0004000836826059,272.5113122278,59.82819171768,58.51083740102,38940281886.52,10069658468390.0,927467100283.3,109309133.0749,0.0,0.0,1.424851164174e-05,9.228230492391e-06,0.0002395682433623,0.000398456146078,0.007288433337267,0.0,4.84882848841,0.3143591228601,0.00028348931733,-8.107104085081081e-13,-1.5250577419195442e-20,0.4000836826059,7.330726874706,0.0,19555.995188414414,0.0003678751567765826,0.02347674213413,0.31435912286014817,0.013198562896769264,3.4130472149981674,0.001369910367674298,3.704964109619911e-05,3.7406419503961814
2016-03-16,13215.0,4052200165.551,-3523053325.563,529146839.9874,1062858258.802,1062858258.802,4.377160609318e-07,3.802929297206e-06,0.008957767643131,0.0001470769020536,268.25986819,161.0559984503,157.7120202484,38840462731.15,10069129321390.0,953887344769.7,106362830.9003,0.0,0.0,0.0,3.802929297206e-06,0.0003337689351413,0.0001470650455552,0.008954975200699,0.0,4.848641330017,0.3233140980608,0.0003365732340717,7.886775872645045e-12,1.4836109758964939e-19,0.1470769020536,8.957767643131,0.0,19150.599257693695,0.0003602491019461526,0.003802929297206,0.3233140980608409,0.013164729823750105,3.4128678639605585,0.0013734676834437104,3.605101056040405e-05,3.7493827428557096
2016-03-17,13216.0,4016405292.55,-3145151443.803,871253848.7477,961049613.5596,961049613.5596,-6.120417939561e-08,0.0001340478020849,0.002087626644955,0.0,267.3370448872,273.7765296018,269.3209628693,38750666966.34,10068090262450.0,959873924191.6,51315213.45856,0.0,0.0,5.687643937239e-05,7.717136271248e-05,1.896363725773e-05,0.0,0.002029113329661,0.0,4.848428109014,0.3253432113905,7.747695255154e-05,-1.102778007128108e-12,-2.0744770509166437e-20,0.0,2.087626644955,0.0,17316.209253326128,0.00032574170388512716,0.1340478020849,0.32534321139049566,0.013134294115730265,3.412515681487586,0.0013613352370463693,1.739296788779544e-05,3.7510105799616995
2016-03-18,13217.0,3973099856.517,-3121387489.992,851712366.5249,939855329.9663,939855329.9663,3.760712154145e-07,0.0001842505478264,0.0,0.0,267.3392374487,243.8183080919,239.4948198418,38662524002.9,10066731098390.0,959873925569.6,15163984.81135,0.0,0.0,0.0001719975504678,1.225299735856e-05,2.335370541578e-10,0.0,2.335370541578e-10,0.0,4.848299760746,0.3253432118576,0.0,6.776057935396396e-12,1.274669660784093e-19,0.0,0.0,0.0,16934.330269663064,0.00031855803516199515,0.1842505478264,0.32534321185756004,0.013104418614308352,3.4120550014035222,0.0013466571326885414,5.13973699218496e-06,3.7505077716123827
2016-03-19,13218.0,3932342804.934,-3096271434.08,836071370.8536,927083056.619,927083056.619,1.282756015702e-07,0.0002890173541859,0.0,0.0,272.488249411,293.4768166117,288.5791830231,38571512317.13,10065051448680.0,959873926947.7,6042349.661811,0.0,0.0,0.0002859256334944,3.09172069153e-06,0.0,0.0,0.0,0.0,4.848183216743,0.3253432123246,0.0,2.311272100363964e-12,4.3478205945686416e-20,0.0,0.0,0.0,16704.199218360358,0.0003142289536828129,0.28901735418589997,0.3253432123246584,0.01307357077754957,3.411485694730125,0.001332842787163957,2.0480163006547785e-06,3.7499045258486334
2016-03-20,13219.0,3893364101.206,-3124841127.828,768522973.3777,920017997.042,920017997.042,-2.506337950369e-07,0.0003641098006393,0.0,0.0,275.2430475666,269.8468878486,264.9620717095,38484102617.45,10063210937080.0,959809842312.7,3782836.355833,0.0,0.0,0.0003633438253886,7.659752507062e-07,0.0,0.0,0.0,2.172131629051e-05,4.848090198306,0.3253214912419,0.0,-4.5159242348990994e-12,-8.495074374373333e-20,0.0,0.0,0.02172131629051,16576.900847603603,0.0003118342963080101,0.36410980063930004,0.32532149124189297,0.013043943811253426,3.4108618649338838,0.0013196312014263963,1.2821685193791809e-06,3.7492285821555495
2016-03-21,13220.0,3914609507.079,-5119983475.347,-1205373968.267,956765704.4386,956765704.4386,8.675289200441e-07,0.0002960646863466,0.0,0.0,276.0506537939,216.1440466607,211.8139611229,38489639187.14,10063543186280.0,957642166070.3,3415851.692357,0.0,0.0,0.0002959401263395,1.245600071054e-07,0.0,0.0,0.0,0.0007347201879144,4.848616735913,0.324586771054,0.0,1.5631151712506306e-11,2.9404345477868957e-19,0.0,0.0,0.7347201879144,17239.021701596397,0.0003242896999129336,0.2960646863466,0.3245867710539775,0.01304582039662327,3.4109744787042824,0.0013268321977237358,1.157781382759237e-06,3.748608227936266
2016-03-22,13221.0,3959594944.031,-3682801293.999,276793650.0317,974633086.7926,974633086.7926,6.25214251762e-07,0.0002127826207429,0.0,0.0,274.214527601,227.0869026971,222.5706367362,38383154990.23,10062638680000.0,957050810830.4,3349960.613585,0.0,0.0,0.000212759194856,2.342588693865e-08,0.0,0.0,0.0,0.0002004361280778,4.848328209727,0.3243863349259,0.0,1.126512165336937e-11,2.119124265685881e-19,0.0,0.0,0.2004361280778,17560.956518785588,0.00033034573644824,0.2127826207429,0.3243863349258852,0.013009728249819498,3.410667902006612,0.001342079727795036,1.1354480172730137e-06,3.7480651006303343
2016-03-23,13222.0,3956336794.82,-3433185719.771,523151075.0492,1030808377.267,1030808377.267,5.156535655968e-07,8.287955658928e-05,0.003954855496612,0.0001536526066261,271.0181465715,148.0544102823,144.6681235401,38325401122.62,10061953499490.0,968537505047.7,105766187.7683,0.0,0.0,5.491882461337e-05,2.796073197592e-05,8.88944423888e-05,0.0001524919310154,0.003893342542926,0.0,4.848384309925,0.3282796774688,0.0001515680716859,9.291055235978379e-12,1.7477752313931506e-19,0.1536526066261,3.9548554966119998,0.0,18573.12391472072,0.00034938599678152,0.08287955658927999,0.3282796774688284,0.012990152940724314,3.4104356643951013,0.0013409753986734915,3.584878213464236e-05,3.751741343586789
2016-03-24,13223.0,3953417463.713,-3297604325.416,655813138.2971,1034488430.673,1034488430.673,-3.936784757947e-07,9.731529715331e-06,0.0078982921518,9.704375155333e-05,266.5681870297,124.1524976984,121.2413811736,38232841299.78,10061297686500.0,991809444986.2,107979514.2998,0.0,0.0,0.0,9.731529715331e-06,0.0002854615047816,9.697703348334e-05,0.007887877234779,0.0,4.848160815397,0.3361675547036,0.0002959431398724,-7.093305870174775e-12,-1.3343483591163488e-19,0.09704375155333,7.898292151800001,0.0,18639.431183297296,0.0003506333276684435,0.009731529715331,0.3361675547035964,0.012958780372671834,3.4102133807192345,0.0013399859098109164,3.6598975200070664e-05,3.759376314770703
2016-03-25,13224.0,3914477222.723,-3062203313.05,852273909.6734,933819816.6438,933819816.6438,2.411147421879e-07,2.81854452136e-05,0.004666754109033,0.0,266.9744107632,169.297188501,165.4507083082,38151295392.81,10060444298860.0,1005503402799.0,100501770.7848,0.0,0.0,3.774265557378e-07,2.780801865786e-05,0.000145595126636,0.0,0.004641480614524,0.0,4.848092875065,0.3408090353181,0.0001708686211449,4.344409769151351e-12,8.172432083001812e-20,0.0,4.6667541090330005,0.0,16825.58228187027,0.00031651233599542383,0.028185445213600002,0.34080903531805784,0.012931140901923927,3.4099241303621186,0.0013267873607757648,3.406444120783468e-05,3.7636983710233083
2016-03-26,13225.0,3880384967.282,-3043411256.493,836973710.7899,920964763.3569,920964763.3569,7.531959039685e-08,0.0001295694853713,0.0008938680767752,0.0,271.7201493132,218.636684737,214.1088654458,38067304340.24,10059363928360.0,1008057353732.0,44890092.17361,0.0,0.0,8.24977359151e-05,4.707174945618e-05,3.948076151992e-06,0.0,0.000865645557425,0.0,4.848022702415,0.3416746808756,3.21705955022e-05,1.3571097368801801e-12,2.552910002317819e-20,0.0,0.8938680767752001,0.0,16593.959700124324,0.0003121551967779185,0.12956948537129998,0.3416746808755989,0.01290267266449972,3.4095579455964913,0.0013152320058596892,1.5215213560132507e-05,3.76415051435015
2016-03-27,13226.0,3838032722.21,-3019290369.474,818742352.7352,911278933.1598,911278933.1598,-2.333207749225e-07,0.0002305010128905,0.0,0.0,270.7051265377,255.9840389931,250.5625235397,37974767759.82,10057900942730.0,1008057353740.0,9077020.046195,0.0,0.0,0.0002183623956154,1.213861727512e-05,7.183229053888999e-13,0.0,7.183229053888999e-13,0.0,4.847927804671,0.3416746808784,0.0,-4.203977926531532e-12,-7.908260479243205e-20,0.0,0.0,0.0,16419.440237113515,0.0003088722457341536,0.2305010128905,0.34167468087831043,0.01287130797431888,3.409062075846219,0.0013008769795650366,3.076598683699121e-06,3.7636111412975324
2016-03-28,13227.0,3797743128.218,-2987395558.991,810347569.2268,901310942.8969,901310942.8969,4.16039033956e-07,0.0003050475004712,0.0,0.0,270.2575483235,292.5604172113,286.5537801515,37883804386.15,10056195763900.0,1008057353749.0,3914935.897191,0.0,0.0,0.0003032973418331,1.750158638138e-06,0.0,0.0,0.0,0.0,4.847826813015,0.3416746808813,0.0,7.496198810018018e-12,1.4101380604233006e-19,0.0,0.0,0.0,16239.836808953154,0.0003054936583160483,0.3050475004712,0.34167468088136094,0.012840476512641624,3.4084841162386437,0.0012872210758420387,1.3269428255932174e-06,3.7630006005754715
2016-03-29,13228.0,3757901271.956,-2958597005.398,799304266.5581,891122597.8985,891122597.8985,-1.477043164191e-07,0.0003750462315524,0.0,0.0,271.3734089464,329.4723688876,322.7769726162,37791986054.8,10054291030700.0,1008057353757.0,2829494.259554,0.0,0.0,0.0003746781417585,3.680897938973e-07,0.0,0.0,0.0,0.0,4.847722956473,0.3416746808842,0.0,-2.6613390345783786e-12,-5.0063446280717756e-20,0.0,0.0,0.0,16056.263025198197,0.0003020403830504186,0.3750462315524,0.3416746808840725,0.012809355268452099,3.407838518936215,0.0012737169299981413,9.590392298546481e-07,3.7623235141279694
2016-03-30,13229.0,3722649538.536,-3017953740.96,704695797.5755,886387524.5353,886387524.5353,7.985523087901e-08,0.0004549259003363,0.0,0.0,275.200024715,303.2897943757,296.7204828654,37704267787.55,10052245060840.0,1007963380304.0,1916877.596891,0.0,0.0,0.0004546163701671,3.095301692181e-07,0.0,0.0,0.0,3.185171135028e-05,4.847659613903,0.341642829175,0.0,1.438832988810991e-12,2.7066426752229034e-20,0.0,0.0,0.031851711350280004,15970.946388023423,0.00030043545980443036,0.4549259003363,0.34164282917499494,0.012779623715124654,3.407145050358848,0.001261768577335469,6.49713569144242e-07,3.761568152962537
2016-03-31,13230.0,3738346451.681,-4725708590.246,-987362138.5646,945356119.0976,945356119.0976,-5.655040327582e-07,0.0002920971865917,0.001853028629111,0.0006733538318649,272.7107228737,214.8310755444,209.8720910055,37707115036.3,10052518542200.0,1013238779237.0,96741149.36651,0.0,0.0,0.0002419654237893,5.013176280241e-05,1.235592284275e-05,0.000654000925097,0.001790109982449,2.046793090795e-06,4.848656022898,0.3434308923643,9.462747627317e-05,-1.0189261851499098e-11,-1.916740245098106e-19,0.6733538318649,1.8530286291109999,0.002046793090795,17033.443587344143,0.000320422492937183,0.2920971865917,0.34343089236430774,0.012780588772127045,3.4072377451406055,0.00126708894702445,3.278980230139626e-05,3.7634820160793416
2016-04-01,13231.0,3825668082.738,-4378374239.655,-552706156.9172,1014424392.066,1014424392.066,7.148496023812e-08,5.127347928045e-05,0.003687768272092,0.0005096914421755,268.4279012005,137.7977676715,134.4217738757,37622241390.43,10053064315200.0,1023988576044.0,104290004.2411,0.0,0.0,2.34997169685e-06,4.89235075836e-05,0.0001062077526736,0.0005024016267236,0.003643575814425,0.0,4.848330359297,0.3470744681788,0.0001576900257922,1.2880173015877478e-12,2.422937632104016e-20,0.5096914421755,3.687768272092,0.0,18277.916974162163,0.00034383274835344456,0.05127347928045,0.34707446817863163,0.012751821385271504,3.407422731456032,0.0012966860630163927,3.534843904037039e-05,3.7672843694589755
2016-04-02,13232.0,3807443211.698,-2975124447.54,832318764.158,930658458.9923,930658458.9923,4.073859247494e-08,6.664287312666e-05,0.003373498897112,0.0,270.1027712083,221.8019161827,216.5188487724,37523901695.6,10052210131920.0,1033773419997.0,97668445.32989,0.0,0.0,7.410767603582e-06,5.923210552308e-05,7.09091821571e-05,0.0,0.003316511131633,0.0,4.847952724669,0.3503909793104,0.0001278969476364,7.340286932421621e-13,1.3808088926353655e-20,0.0,3.373498897112,0.0,16768.620882744144,0.00031544081376237736,0.06664287312666001,0.3503909793103461,0.012718489766069431,3.407133211421758,0.0012905088579461283,3.310410341848262e-05,3.770275784601592
2016-04-03,13233.0,3771000683.375,-2943110244.489,827890438.8868,907095058.8522,907095058.8522,2.064028318261e-07,0.0001051128982482,0.006779618000715,0.0,267.731880779,208.5587846494,203.4171858996,37444697075.63,10051360905690.0,1053474338936.0,110162298.8671,0.0,0.0,7.23174121274e-06,9.788115703546e-05,0.0001551407795537,0.0,0.006677502194097,0.0,4.847853026332,0.3570684815045,0.0002572565861716,3.7189699428126125e-12,6.995893778753349e-20,0.0,6.779618000715001,0.0,16344.055114454055,0.00030745414793090806,0.1051128982482,0.35706848150455994,0.012691643859780534,3.4068453715483096,0.0012781568928630271,3.733881625940258e-05,3.776642835728909
2016-04-04,13234.0,3734468495.472,-2918778147.089,815690348.3823,897168504.3705,897168504.3705,6.275749119034e-07,0.0001710495220199,0.003234272366238,0.0,266.0890756141,292.9737884863,286.4075905794,37363218919.64,10050374724920.0,1062747889974.0,44658027.34213,0.0,0.0,5.778654661451e-05,0.0001132629754053,3.163178683324e-05,0.0,0.003143211623596,0.0,4.847771564392,0.3602116931281,0.0001226925294753,1.1307656070331531e-11,2.1271255743166102e-19,0.0,3.2342723662379997,0.0,16165.198276945945,0.00030408960490944936,0.1710495220199,0.3602116931281464,0.012664027352799903,3.406511111797485,0.0012657745382308884,1.5136556649446986e-05,3.779401968835081
2016-04-05,13235.0,3676339617.182,-2887549550.636,788790066.5466,886618714.7345,886618714.7345,3.530244249186e-08,0.0003432868612526,0.0,0.0,266.7957902774,370.6821959694,362.4632185494,37265390271.45,10048615190840.0,1062747900969.0,2586687.978441,0.0,0.0,0.0003290276285003,1.425923275233e-05,5.823245457111e-10,0.0,5.823245457111e-10,0.0,4.847616909227,0.360211696855,0.0,6.360800448983783e-13,1.196554018268906e-20,0.0,0.0,0.0,15975.1119771982,0.00030051382026402204,0.3432868612526,0.36021169685483234,0.0126308689496326,3.405914728820814,0.0012460721216314133,8.767415725767757e-07,3.778758171366851
2016-04-06,13236.0,3617706294.431,-2844350933.582,773355360.849,871480804.3514,871480804.3514,-9.254959360958e-07,0.0005023602912393,0.0,0.0,273.5148939582,338.3591660763,330.4784813283,37167264827.95,10046361297710.0,1062747911965.0,990325.5250192,0.0,0.0,0.0005018189834524,5.413077869264e-07,0.0,0.0,0.0,0.0,4.847466643312,0.3602117005818,0.0,-1.6675602452176578e-11,-3.1369100919357544e-19,0.0,0.0,0.0,15702.35683516036,0.000295382921034806,0.5023602912393,0.3602117005818572,0.01259760994956726,3.405150785962732,0.0012261987267640911,3.3566458939185835e-07,3.777960432158746
2016-04-07,13237.0,3609955752.62,-2950398226.091,659557526.5287,894617641.2288,894617641.2288,-4.039502490162e-07,0.0003384074335771,0.002711815028613,5.627747447109e-05,270.8770298296,242.9525726391,236.7793506093,37094637521.81,10044890430500.0,1070470585007.0,95599042.56749,0.0,0.0,0.0002749883060689,6.341912750827e-05,1.062752752394e-05,5.505557577835e-05,0.00261755131035,0.0,4.847504816387,0.3628292518922,0.0001061131444801,-7.278382865156757e-12,-1.3691638864719045e-19,0.056277474471089994,2.7118150286129996,0.0,16119.236778897299,0.00030322500593929063,0.3384074335771,0.36282925189217025,0.012572993382309088,3.404652244800638,0.0012235717295103312,3.240269240667021e-05,3.7800868927675237
2016-04-08,13238.0,3615752515.405,-2896007687.04,719744828.3645,896338256.953,896338256.953,-7.85012091373e-08,0.0001399199210459,0.003009824426094,3.199722628791e-05,267.0232648396,237.4229718094,232.2320032997,37010538479.36,10044042687890.0,1079071950232.0,91341216.17678,0.0,0.0,4.338395337557e-05,9.653596767035e-05,2.218373360172e-05,3.135038869548e-05,0.002915378482746,0.0,4.847407579949,0.3657446303749,0.0001172765145426,-1.4144362006720721e-12,-2.6607489624510425e-20,0.03199722628791,3.0098244260939997,0.0,16150.238864018018,0.0003038081977847735,0.13991992104589998,0.36574463037481925,0.012544488542396294,3.40436490779083,0.0012255365056883373,3.0959529011369676e-05,3.782684986237057
2016-04-09,13239.0,3575141837.222,-2807797881.097,767343956.1246,860646046.6978,860646046.6978,-1.01407207058e-06,0.0002707008248099,0.0007211177937608,0.0,267.3600573711,332.2501988271,324.248676236,36917236388.78,10042635411350.0,1081119093383.0,13015185.69044,0.0,0.0,0.0002169011112131,5.379971359683e-05,7.187517233559e-07,0.0,0.0006938662567081,0.0,4.847315320783,0.3664384966316,2.79702887761e-05,-1.827156883927928e-11,-3.437133312083297e-19,0.0,0.7211177937608,0.0,15507.135976536938,0.0002917105482774892,0.2707008248099,0.36643849663176886,0.01251286438737582,3.4038879202851806,0.0012117717725043094,4.4114150855150725e-06,3.7828436927194113
2016-04-10,13240.0,3533039616.513,-2779897651.096,753141965.4173,849675399.6139,849675399.6139,2.090675443395e-07,0.0003922448402127,0.0,0.0,267.4707530432,353.7094305371,345.2842809658,36820702954.59,10040736330260.0,1081119093383.0,1697515.588184,0.0,0.0,0.0003884087873273,3.836052885412e-06,0.0,0.0,0.0,0.0,4.847225732295,0.3664384966316,0.0,3.766982780891892e-12,7.086212528402907e-20,0.0,0.0,0.0,15309.46665970991,0.0002879921166550094,0.3922448402127,0.36643849663176886,0.012480144988823164,3.4032442387297803,0.001197501490390256,5.753622001038642e-07,3.7821634557125727
2016-04-11,13241.0,3494982628.292,-2752850445.921,742132182.3717,840266261.7202,840266261.7202,5.928759687195e-07,0.0005019441962184,0.0,0.0,271.1761704481,372.2822409691,363.3429400236,36722568875.24,10038514329540.0,1081119093383.0,658729.2185678,0.0,0.0,0.0005015921220031,3.520742152111e-07,0.0,0.0,0.0,0.0,4.847119004433,0.3664384966316,0.0,1.0682449886837839e-11,2.009515695323242e-19,0.0,0.0,0.0,15139.932643607206,0.0002848029487220119,0.5019441962183999,0.36643849663176886,0.012446883061690945,3.40249110560288,0.001184602314309295,2.2327211314349742e-07,3.781376708568453
2016-04-12,13242.0,3460363387.557,-2729475330.867,730888056.6894,830924326.7,830924326.7,3.181513708468e-07,0.000599995461356,0.0,0.0,274.5837403788,339.9711153281,331.5323418613,36622532605.23,10036013511540.0,1081119093383.0,396010.1949603,0.0,0.0,0.0005999064730308,8.898832519693e-08,0.0,0.0,0.0,0.0,4.847002937506,0.3664384966316,0.0,5.732457132374775e-12,1.0783540014045133e-19,0.0,0.0,0.0,14971.609490090092,0.0002816365587790484,0.599995461356,0.36643849663176886,0.01241297639903419,3.4016434691177984,0.0011728683410522226,1.3422515741353002e-07,3.780495076373759
2016-04-13,13243.0,3451371870.893,-4579822896.743,-1128451025.849,873054614.4521,873054614.4521,-6.059593871128e-07,0.0006669063029298,0.0,0.0,276.1104350747,353.0159729803,344.2771025733,36607997028.91,10035174442450.0,1079132123319.0,314201.5326352,0.0,0.0,0.0006668785623731,2.774055671067e-08,0.0,0.0,0.0,0.0006734709686975,4.847616828972,0.3657650256629,0.0,-1.0918187155185585e-11,-2.0538611166203834e-19,0.0,0.0,0.6734709686975,15730.713773911712,0.0002959163540403038,0.6669063029298,0.3657650256630654,0.012408049657135933,3.4013590719428786,0.0011698207232005338,1.0649662739556496e-07,3.7795322537597076
2016-04-14,13244.0,3459229464.959,-3352756856.34,106472608.6187,910016522.3321,910016522.3321,2.811151162027e-07,0.0006041570046232,0.0002857788658816,0.0001438528812828,272.3263875625,339.3074666588,330.7532632327,36507909259.98,10033321154260.0,1079652275066.0,8612726.175835,0.0,0.0,0.0005920721379116,1.20848667116e-05,2.088674465578e-09,0.0001390388422154,0.0002756953338727,9.939318041744e-05,4.847424918049,0.3659413278164,1.489965975077e-05,5.065137228877478e-12,9.528219526624281e-20,0.1438528812828,0.2857788658816,0.09939318041744,16396.694096073876,0.0003084443595478256,0.6041570046232,0.36594132781641525,0.012374125539245115,3.4007309116020568,0.0011724840051408035,2.91922920526573e-06,3.7790492841869225
